Fiscal Year,Agency Number,Agency Name,County,Major Spending Category,Amount
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TARRANT,OTHER EXPENDITURES,36437.26
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TRAVIS,OTHER EXPENDITURES,462963.32
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,VICTORIA,OTHER EXPENDITURES,102870.19
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WALKER,OTHER EXPENDITURES,3312.21
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WASHINGTON,OTHER EXPENDITURES,1384400.14
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WILLIAMSON,OTHER EXPENDITURES,191941.06
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,PUBLIC ASSISTANCE PAYMENTS,286223.34
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,,TRAVEL,1280.51
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BELL,TRAVEL,2661.19
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,TRAVEL,3455.61
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,DALLAS,TRAVEL,1128.75
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,FORT BEND,TRAVEL,3646.01
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HARRIS,TRAVEL,5314.43
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HIDALGO,TRAVEL,777.25
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,KLEBERG,TRAVEL,4846.86
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,MATAGORDA,TRAVEL,194.16
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,MONTGOMERY,TRAVEL,-1739.1
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,NUECES,TRAVEL,3725.46
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WEBB,TRAVEL,639.62
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WILLIAMSON,TRAVEL,417.97
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,,PROFESSIONAL SERVICE AND FEES,21808.52
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BELL,PROFESSIONAL SERVICE AND FEES,20033.36
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BEXAR,PROFESSIONAL SERVICE AND FEES,1000
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZORIA,PROFESSIONAL SERVICE AND FEES,11953.12
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,PROFESSIONAL SERVICE AND FEES,626251.72
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,CAMERON,PROFESSIONAL SERVICE AND FEES,218.91
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,COLLIN,PROFESSIONAL SERVICE AND FEES,3597
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,DALLAS,PROFESSIONAL SERVICE AND FEES,578010.95
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HARRIS,PROFESSIONAL SERVICE AND FEES,102226.28
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HUNT,PROFESSIONAL SERVICE AND FEES,119
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,KLEBERG,PROFESSIONAL SERVICE AND FEES,242.78
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,MIDLAND,PROFESSIONAL SERVICE AND FEES,180
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,NUECES,PROFESSIONAL SERVICE AND FEES,25616
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,SAN PATRICIO,PROFESSIONAL SERVICE AND FEES,3333.34
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TRAVIS,PROFESSIONAL SERVICE AND FEES,93335.31
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,3500
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,,CAPITAL OUTLAY,443493.13
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,CAPITAL OUTLAY,1320293.32
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,DALLAS,CAPITAL OUTLAY,31975.26
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,FORT BEND,CAPITAL OUTLAY,6530
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HARRIS,CAPITAL OUTLAY,-872886.38
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WILLIAMSON,CAPITAL OUTLAY,38571.52
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,,REPAIRS AND MAINTENANCE,5026614.52
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BEXAR,REPAIRS AND MAINTENANCE,26557.74
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,REPAIRS AND MAINTENANCE,47119.41
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,DALLAS,REPAIRS AND MAINTENANCE,7295.17
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HARRIS,REPAIRS AND MAINTENANCE,70534.96
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HIDALGO,REPAIRS AND MAINTENANCE,33304.11
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,KLEBERG,REPAIRS AND MAINTENANCE,40981.17
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,MCLENNAN,REPAIRS AND MAINTENANCE,264
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TARRANT,REPAIRS AND MAINTENANCE,1825.5
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TRAVIS,REPAIRS AND MAINTENANCE,115.49
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,,COMMUNICATIONS AND UTILITIES,497815.95
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,COMMUNICATIONS AND UTILITIES,5896325.04
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,CAMERON,COMMUNICATIONS AND UTILITIES,69.99
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,DALLAS,COMMUNICATIONS AND UTILITIES,7686.04
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,FORT BEND,COMMUNICATIONS AND UTILITIES,95.94
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HARRIS,COMMUNICATIONS AND UTILITIES,1555.26
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HIDALGO,COMMUNICATIONS AND UTILITIES,998.92
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,NUECES,COMMUNICATIONS AND UTILITIES,10596.6
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TARRANT,COMMUNICATIONS AND UTILITIES,3650
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TRAVIS,COMMUNICATIONS AND UTILITIES,15704.02
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WILLIAMSON,COMMUNICATIONS AND UTILITIES,1.77
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,,RENTALS AND LEASES,558055.01
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,ANGELINA,RENTALS AND LEASES,1728
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BELL,RENTALS AND LEASES,22116.68
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BEXAR,RENTALS AND LEASES,16116.61
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZORIA,RENTALS AND LEASES,85.88
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,RENTALS AND LEASES,332897.05
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,COLLIN,RENTALS AND LEASES,320
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,DALLAS,RENTALS AND LEASES,145522.2
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HARRIS,RENTALS AND LEASES,2172196.36
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,KLEBERG,RENTALS AND LEASES,300
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,MCLENNAN,RENTALS AND LEASES,1801.88
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,NUECES,RENTALS AND LEASES,168996.13
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TARRANT,RENTALS AND LEASES,133.74
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TRAVIS,RENTALS AND LEASES,199906.51
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WILLIAMSON,RENTALS AND LEASES,140
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BEXAR,CLAIMS AND JUDGMENTS,-1540
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,CLAIMS AND JUDGMENTS,-195.47
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,,PRINTING AND REPRODUCTION,38783.75
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BEXAR,PRINTING AND REPRODUCTION,575.89
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BRAZOS,PRINTING AND REPRODUCTION,7368.6
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HARRIS,PRINTING AND REPRODUCTION,3757
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,HIDALGO,PRINTING AND REPRODUCTION,749.18
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,MCLENNAN,PRINTING AND REPRODUCTION,22570.47
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,NUECES,PRINTING AND REPRODUCTION,4805.5
2021,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,TRAVIS,PRINTING AND REPRODUCTION,13985.96
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,SALARIES AND WAGES,313681.07
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BELL,SALARIES AND WAGES,30475.92
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,SALARIES AND WAGES,12072620.9
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BURLESON,SALARIES AND WAGES,375
2021,710,TEXAS A&M UNIVERSITY SYSTEM,COLLIN,SALARIES AND WAGES,271267.72
2021,710,TEXAS A&M UNIVERSITY SYSTEM,GALVESTON,SALARIES AND WAGES,720
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HARRIS,SALARIES AND WAGES,15543.32
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HUNT,SALARIES AND WAGES,659733.35
2021,710,TEXAS A&M UNIVERSITY SYSTEM,MILAM,SALARIES AND WAGES,92134.54
2021,710,TEXAS A&M UNIVERSITY SYSTEM,POTTER,SALARIES AND WAGES,153550.95
2021,710,TEXAS A&M UNIVERSITY SYSTEM,RANDALL,SALARIES AND WAGES,404856.72
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,SALARIES AND WAGES,1560514.89
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,EMPLOYEE BENEFITS,489241.8
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,EMPLOYEE BENEFITS,10510.02
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,EMPLOYEE BENEFITS,2744530.67
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,EMPLOYEE BENEFITS,515.84
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,EMPLOYEE BENEFITS,9152.34
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,SUPPLIES AND MATERIALS,33650.54
2021,710,TEXAS A&M UNIVERSITY SYSTEM,ARANSAS,SUPPLIES AND MATERIALS,295.3
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,SUPPLIES AND MATERIALS,18
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,SUPPLIES AND MATERIALS,8401.46
2021,710,TEXAS A&M UNIVERSITY SYSTEM,CAMERON,SUPPLIES AND MATERIALS,262.75
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,SUPPLIES AND MATERIALS,3259.45
2021,710,TEXAS A&M UNIVERSITY SYSTEM,GALVESTON,SUPPLIES AND MATERIALS,9.75
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HARRIS,SUPPLIES AND MATERIALS,2667.93
2021,710,TEXAS A&M UNIVERSITY SYSTEM,JOHNSON,SUPPLIES AND MATERIALS,569.96
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,SUPPLIES AND MATERIALS,9304.9
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,OTHER EXPENDITURES,1449080.41
2021,710,TEXAS A&M UNIVERSITY SYSTEM,ARANSAS,OTHER EXPENDITURES,226.15
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BELL,OTHER EXPENDITURES,7129.98
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,OTHER EXPENDITURES,2479.56
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,OTHER EXPENDITURES,4824260.64
2021,710,TEXAS A&M UNIVERSITY SYSTEM,COLLIN,OTHER EXPENDITURES,313.99
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,OTHER EXPENDITURES,47024.61
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DENTON,OTHER EXPENDITURES,11466.62
2021,710,TEXAS A&M UNIVERSITY SYSTEM,ERATH,OTHER EXPENDITURES,0.17
2021,710,TEXAS A&M UNIVERSITY SYSTEM,FORT BEND,OTHER EXPENDITURES,2319.18
2021,710,TEXAS A&M UNIVERSITY SYSTEM,GREGG,OTHER EXPENDITURES,1545
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HARRIS,OTHER EXPENDITURES,40716.41
2021,710,TEXAS A&M UNIVERSITY SYSTEM,JOHNSON,OTHER EXPENDITURES,208.5
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TARRANT,OTHER EXPENDITURES,28935.07
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TOM GREEN,OTHER EXPENDITURES,9400
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,OTHER EXPENDITURES,5883603.7
2021,710,TEXAS A&M UNIVERSITY SYSTEM,WALKER,OTHER EXPENDITURES,16748.91
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BELL,PUBLIC ASSISTANCE PAYMENTS,114675
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,PUBLIC ASSISTANCE PAYMENTS,73388.92
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BOWIE,PUBLIC ASSISTANCE PAYMENTS,118933
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,PUBLIC ASSISTANCE PAYMENTS,1834909.8
2021,710,TEXAS A&M UNIVERSITY SYSTEM,ERATH,PUBLIC ASSISTANCE PAYMENTS,639965.11
2021,710,TEXAS A&M UNIVERSITY SYSTEM,GALVESTON,PUBLIC ASSISTANCE PAYMENTS,105000
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HUNT,PUBLIC ASSISTANCE PAYMENTS,303872.88
2021,710,TEXAS A&M UNIVERSITY SYSTEM,KLEBERG,PUBLIC ASSISTANCE PAYMENTS,709012.46
2021,710,TEXAS A&M UNIVERSITY SYSTEM,NUECES,PUBLIC ASSISTANCE PAYMENTS,355065.24
2021,710,TEXAS A&M UNIVERSITY SYSTEM,RANDALL,PUBLIC ASSISTANCE PAYMENTS,333011.19
2021,710,TEXAS A&M UNIVERSITY SYSTEM,WALLER,PUBLIC ASSISTANCE PAYMENTS,449810.72
2021,710,TEXAS A&M UNIVERSITY SYSTEM,WEBB,PUBLIC ASSISTANCE PAYMENTS,1079374.1
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,TRAVEL,11281.99
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,TRAVEL,15161.79
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BURLESON,TRAVEL,473.8
2021,710,TEXAS A&M UNIVERSITY SYSTEM,COLLIN,TRAVEL,585.4
2021,710,TEXAS A&M UNIVERSITY SYSTEM,COOKE,TRAVEL,1120.29
2021,710,TEXAS A&M UNIVERSITY SYSTEM,ERATH,TRAVEL,3605.46
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HIDALGO,TRAVEL,47
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HUNT,TRAVEL,557.63
2021,710,TEXAS A&M UNIVERSITY SYSTEM,POTTER,TRAVEL,320.09
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,TRAVEL,612.56
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,PROFESSIONAL SERVICE AND FEES,612079.05
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,PROFESSIONAL SERVICE AND FEES,404271.61
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,PROFESSIONAL SERVICE AND FEES,1053.54
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,PROFESSIONAL SERVICE AND FEES,47337.5
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,PROFESSIONAL SERVICE AND FEES,500
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,PAYMENT OF INTEREST - DEBT SERVICE,52001339.47
2021,710,TEXAS A&M UNIVERSITY SYSTEM,COLLIN,PAYMENT OF INTEREST - DEBT SERVICE,20303357.46
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,PAYMENT OF INTEREST - DEBT SERVICE,22524111.61
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,CAPITAL OUTLAY,439324.04
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,CAPITAL OUTLAY,3067407.73
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,CAPITAL OUTLAY,15762.66
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,CAPITAL OUTLAY,10384.5
2021,710,TEXAS A&M UNIVERSITY SYSTEM,HARRIS,CAPITAL OUTLAY,2700
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,REPAIRS AND MAINTENANCE,37117.48
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,REPAIRS AND MAINTENANCE,1422019.75
2021,710,TEXAS A&M UNIVERSITY SYSTEM,COLLIN,REPAIRS AND MAINTENANCE,128134.07
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,REPAIRS AND MAINTENANCE,674.99
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DENTON,REPAIRS AND MAINTENANCE,247.06
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,REPAIRS AND MAINTENANCE,1185.02
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,COMMUNICATIONS AND UTILITIES,38738.72
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,COMMUNICATIONS AND UTILITIES,596046.57
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,COMMUNICATIONS AND UTILITIES,13265.24
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,COMMUNICATIONS AND UTILITIES,23892.06
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,RENTALS AND LEASES,3278276.37
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BELL,RENTALS AND LEASES,19013.28
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,RENTALS AND LEASES,215
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,RENTALS AND LEASES,105468.08
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,RENTALS AND LEASES,618460.21
2021,710,TEXAS A&M UNIVERSITY SYSTEM,ERATH,RENTALS AND LEASES,1515.26
2021,710,TEXAS A&M UNIVERSITY SYSTEM,NUECES,RENTALS AND LEASES,8400
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,RENTALS AND LEASES,256277.14
2021,710,TEXAS A&M UNIVERSITY SYSTEM,,PRINTING AND REPRODUCTION,1301.13
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BEXAR,PRINTING AND REPRODUCTION,407.24
2021,710,TEXAS A&M UNIVERSITY SYSTEM,BRAZOS,PRINTING AND REPRODUCTION,7190.47
2021,710,TEXAS A&M UNIVERSITY SYSTEM,DALLAS,PRINTING AND REPRODUCTION,69.57
2021,710,TEXAS A&M UNIVERSITY SYSTEM,MCLENNAN,PRINTING AND REPRODUCTION,456.5
2021,710,TEXAS A&M UNIVERSITY SYSTEM,TRAVIS,PRINTING AND REPRODUCTION,483.98
2021,711,TEXAS A&M UNIVERSITY,,SALARIES AND WAGES,22908399.15
2021,711,TEXAS A&M UNIVERSITY,AUSTIN,SALARIES AND WAGES,1257.21
2021,711,TEXAS A&M UNIVERSITY,BASTROP,SALARIES AND WAGES,54605.72
2021,711,TEXAS A&M UNIVERSITY,BEE,SALARIES AND WAGES,71091.52
2021,711,TEXAS A&M UNIVERSITY,BELL,SALARIES AND WAGES,394608.58
2021,711,TEXAS A&M UNIVERSITY,BEXAR,SALARIES AND WAGES,1284636.65
2021,711,TEXAS A&M UNIVERSITY,BOSQUE,SALARIES AND WAGES,139745.25
2021,711,TEXAS A&M UNIVERSITY,BOWIE,SALARIES AND WAGES,178733.79
2021,711,TEXAS A&M UNIVERSITY,BRAZORIA,SALARIES AND WAGES,236411.96
2021,711,TEXAS A&M UNIVERSITY,BRAZOS,SALARIES AND WAGES,387988030.32
2021,711,TEXAS A&M UNIVERSITY,BROWN,SALARIES AND WAGES,124358.57
2021,711,TEXAS A&M UNIVERSITY,BURLESON,SALARIES AND WAGES,955022.21
2021,711,TEXAS A&M UNIVERSITY,CAMERON,SALARIES AND WAGES,84696.71
2021,711,TEXAS A&M UNIVERSITY,COLLIN,SALARIES AND WAGES,178776.59
2021,711,TEXAS A&M UNIVERSITY,COMAL,SALARIES AND WAGES,47336.66
2021,711,TEXAS A&M UNIVERSITY,DALLAM,SALARIES AND WAGES,57497.28
2021,711,TEXAS A&M UNIVERSITY,DALLAS,SALARIES AND WAGES,1986465.93
2021,711,TEXAS A&M UNIVERSITY,DENTON,SALARIES AND WAGES,919493.14
2021,711,TEXAS A&M UNIVERSITY,ECTOR,SALARIES AND WAGES,38055.78
2021,711,TEXAS A&M UNIVERSITY,EL PASO,SALARIES AND WAGES,106706.46
2021,711,TEXAS A&M UNIVERSITY,ERATH,SALARIES AND WAGES,121880.29
2021,711,TEXAS A&M UNIVERSITY,FORT BEND,SALARIES AND WAGES,89470
2021,711,TEXAS A&M UNIVERSITY,GALVESTON,SALARIES AND WAGES,417763.11
2021,711,TEXAS A&M UNIVERSITY,GRIMES,SALARIES AND WAGES,573546.47
2021,711,TEXAS A&M UNIVERSITY,HARDIN,SALARIES AND WAGES,18290
2021,711,TEXAS A&M UNIVERSITY,HARRIS,SALARIES AND WAGES,6012266.68
2021,711,TEXAS A&M UNIVERSITY,HAYS,SALARIES AND WAGES,245949.73
2021,711,TEXAS A&M UNIVERSITY,HIDALGO,SALARIES AND WAGES,822353.92
2021,711,TEXAS A&M UNIVERSITY,HOUSTON,SALARIES AND WAGES,36515.22
2021,711,TEXAS A&M UNIVERSITY,HUNT,SALARIES AND WAGES,104401.13
2021,711,TEXAS A&M UNIVERSITY,JEFFERSON,SALARIES AND WAGES,53941.47
2021,711,TEXAS A&M UNIVERSITY,JOHNSON,SALARIES AND WAGES,267105.98
2021,711,TEXAS A&M UNIVERSITY,LAMPASAS,SALARIES AND WAGES,138475.7
2021,711,TEXAS A&M UNIVERSITY,LEON,SALARIES AND WAGES,90208.4
2021,711,TEXAS A&M UNIVERSITY,LIMESTONE,SALARIES AND WAGES,57291.74
2021,711,TEXAS A&M UNIVERSITY,LUBBOCK,SALARIES AND WAGES,670828.32
2021,711,TEXAS A&M UNIVERSITY,MADISON,SALARIES AND WAGES,104595.93
2021,711,TEXAS A&M UNIVERSITY,MCLENNAN,SALARIES AND WAGES,457348.38
2021,711,TEXAS A&M UNIVERSITY,MIDLAND,SALARIES AND WAGES,70995.63
2021,711,TEXAS A&M UNIVERSITY,MILAM,SALARIES AND WAGES,124100.92
2021,711,TEXAS A&M UNIVERSITY,MONTGOMERY,SALARIES AND WAGES,92227.12
2021,711,TEXAS A&M UNIVERSITY,NACOGDOCHES,SALARIES AND WAGES,212376.09
2021,711,TEXAS A&M UNIVERSITY,NOLAN,SALARIES AND WAGES,15555.4
2021,711,TEXAS A&M UNIVERSITY,NUECES,SALARIES AND WAGES,766750.5
2021,711,TEXAS A&M UNIVERSITY,ORANGE,SALARIES AND WAGES,141.35
2021,711,TEXAS A&M UNIVERSITY,POTTER,SALARIES AND WAGES,118485.66
2021,711,TEXAS A&M UNIVERSITY,RANDALL,SALARIES AND WAGES,-8929.61
2021,711,TEXAS A&M UNIVERSITY,ROBERTSON,SALARIES AND WAGES,555423.72
2021,711,TEXAS A&M UNIVERSITY,SABINE,SALARIES AND WAGES,1770.47
2021,711,TEXAS A&M UNIVERSITY,SAN PATRICIO,SALARIES AND WAGES,20593.66
2021,711,TEXAS A&M UNIVERSITY,SMITH,SALARIES AND WAGES,88550
2021,711,TEXAS A&M UNIVERSITY,TARRANT,SALARIES AND WAGES,3716688.77
2021,711,TEXAS A&M UNIVERSITY,TAYLOR,SALARIES AND WAGES,51773.32
2021,711,TEXAS A&M UNIVERSITY,TOM GREEN,SALARIES AND WAGES,173489.14
2021,711,TEXAS A&M UNIVERSITY,TRAVIS,SALARIES AND WAGES,7656417.94
2021,711,TEXAS A&M UNIVERSITY,VAN ZANDT,SALARIES AND WAGES,94955.63
2021,711,TEXAS A&M UNIVERSITY,VICTORIA,SALARIES AND WAGES,7649.78
2021,711,TEXAS A&M UNIVERSITY,WALKER,SALARIES AND WAGES,640256.83
2021,711,TEXAS A&M UNIVERSITY,WALLER,SALARIES AND WAGES,196744.91
2021,711,TEXAS A&M UNIVERSITY,WASHINGTON,SALARIES AND WAGES,378311.38
2021,711,TEXAS A&M UNIVERSITY,WEBB,SALARIES AND WAGES,141611.35
2021,711,TEXAS A&M UNIVERSITY,WHEELER,SALARIES AND WAGES,20156.69
2021,711,TEXAS A&M UNIVERSITY,WILLIAMSON,SALARIES AND WAGES,347351.32
2021,711,TEXAS A&M UNIVERSITY,,EMPLOYEE BENEFITS,14563292.05
2021,711,TEXAS A&M UNIVERSITY,BEXAR,EMPLOYEE BENEFITS,116406.59
2021,711,TEXAS A&M UNIVERSITY,BRAZOS,EMPLOYEE BENEFITS,84849873.46
2021,711,TEXAS A&M UNIVERSITY,DALLAS,EMPLOYEE BENEFITS,203299.55
