ID,Name,Description,Created,Updated,Link
eqcm-37qz,Monthly Child Care Services Data Report - Children Served by ZIP Code 2021 Q2,The Monthly Child Care Services Data Report - Children Served by ZIP Code data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-10T22:26:13.000Z,2024-05-10T22:32:13.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Children-S/eqcm-37qz
skjp-hpwv,2017-2018 CACFP Sponsor List,List of Contracting Entities CE approved to sponsor CACFP centers for program year 2017-2018. Includes CEs and sites that may have cancelled participation after initial approval.,2023-09-08T14:53:22.000Z,2023-09-08T14:56:22.000Z,https://data.texas.gov/dataset/2017-2018-CACFP-Sponsor-List/skjp-hpwv
kmyj-vfud,Texas State Expenditures By County 2015,"Texas State Expenditures by County shows where state dollars are spent. It lists state expenditures by agency and type of expenditure in each county. This report was created using information from the states Uniform Statewide Accounting System. It reflects actual net expenditures of funds from accounts held in the State Treasury during the states fiscal year, Sept. 1 through Aug. 31. The data is available through the Texas Open Data Portal, can be filtered as needed and is downloadable for further analysis. PDF file reports predating 2017 can be provided upon request by emailing transparencycpa.texas.gov.",2024-06-12T18:28:45.000Z,2024-06-13T13:59:11.000Z,https://data.texas.gov/dataset/Texas-State-Expenditures-By-County-2015/kmyj-vfud
6m4s-grz2,School Nutrition Program - Site Map - 2024-2025,"Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data About the Dataset This dataset contains contact information and program participation information for all School Nutrition Program SNP meal sites approved by TDA to operate during the 2024-2025 program year. Contracting Entities CE or sites they sponsor may cancel or terminate participation after initial approval. The school nutrition program year begins July 1 and ends June 30. An overview of all SNP data available on the Texas Open Data Portal can be found at our TDA Data Overview - School Nutrition Programs page. An overview of all TDA Food and Nutrition data available on the Texas Open Data Portal can be found at our TDA Data Overview - Food and Nutrition Open Data page. More information about accessing and working with TDA data on the Texas Open Data Portal can be found on the SquareMeals.org website on the TDA Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program year data by September 1 of the active program year. Data is scheduled to update daily until approximately 90 days after the close of the program year. After 90 days from the close of the program year, this dataset will remain published but will no longer be updated. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs, the Child and Adult Care Food Program CACFP, and summer meal programs. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit us at SquareMeals.org.",2024-07-02T19:25:53.000Z,2025-02-22T13:45:20.000Z,https://data.texas.gov/dataset/School-Nutrition-Program-Site-Map-2024-2025/6m4s-grz2
venx-krjk,Monthly Child Care Services Data Report - Families Served by County 2022 Q3,The Monthly Child Care Services Data Report - Families Served by County data set includes demographic data of parents and families of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-09T22:15:16.000Z,2024-05-09T22:21:14.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Families-S/venx-krjk
hbx9-twbd,Monthly Child Care Services Data Report - Children Served by County 2022 Q3,The Monthly Child Care Services Data Report - Children Served by County data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-09T22:00:26.000Z,2024-05-09T22:04:13.000Z,https://data.texas.gov/See-Category-Tile/Monthly-Child-Care-Services-Data-Report-Children-S/hbx9-twbd
6yr9-haf4,2023-2024 School Nutrition Program Meals and Snacks Served,"Total breakfast, lunches, and snacks served through School Nutrition Programs for program year 2023-2024. Meal counts are based on approved claims submitted for meal reimbursement. CEs have 60 days to submit a claim.",2023-08-14T13:04:27.000Z,2023-08-14T13:08:17.000Z,https://data.texas.gov/dataset/2023-2024-School-Nutrition-Program-Meals-and-Snack/6yr9-haf4
vtby-uz4n,Collin CAD Appraisal Data - 2022,2022 Certified Appraisal Data with supplemental updates,2024-10-11T13:40:32.000Z,2025-02-22T11:40:54.000Z,https://data.texas.gov/dataset/Collin-CAD-Appraisal-Data-2022/vtby-uz4n
sqdq-pb57,High Value Dataset: October 2024,"Currently incarcerated inmate population with relevant demographic, offense, and parole information.",2024-11-26T12:37:35.000Z,2024-11-26T13:59:04.000Z,https://data.texas.gov/dataset/High-Value-Dataset-October-2024/sqdq-pb57
hwdu-93ha,2021 Summer CEs with Jun-Aug 2021 Claims,Filtered view of 2020-2021 All Summer Sites Meals Used for FN Program Dashboard measure of CEs approved to operate SFSP or SSO during summer 2021 June - August. Filtered for CEs with claims between June 2021 and August 2021.,2023-12-19T18:39:19.000Z,2023-12-19T20:11:05.000Z,https://data.texas.gov/dataset/2021-Summer-CEs-with-Jun-Aug-2021-Claims/hwdu-93ha
3zu2-is5y,Monthly Child Care Services Data Report - Children Served by ZIP Code 2022 Q1,The Monthly Child Care Services Data Report - Children Served by ZIP Code data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-08T21:55:04.000Z,2024-05-08T22:03:05.000Z,https://data.texas.gov/See-Category-Tile/Monthly-Child-Care-Services-Data-Report-Children-S/3zu2-is5y
sgxa-b7jq,Administrative Orders Issued - Fiscal Year 2024,,2024-10-02T19:26:46.000Z,2024-10-02T19:27:42.000Z,https://data.texas.gov/dataset/Administrative-Orders-Issued-Fiscal-Year-2024/sgxa-b7jq
udn4-st9q,Supplemental Environmental Projects - Fiscal Year 2017,"This is data represented in the Annual Enforcement Report, pursuant to Texas Water Code Section 5.126, and published each December following the end of the fiscal year. Supplemental Environmental Projects SEPs are environmentally beneficial projects that a respondent agrees to undertake in settlement of an enforcement action. Dollars directed to TCEQ-approved environmental projects may be used to offset assessed penalties in enforcement actions.",2023-11-29T19:57:13.000Z,2024-10-02T17:09:00.000Z,https://data.texas.gov/dataset/Supplemental-Environmental-Projects-Fiscal-Year-20/udn4-st9q
wt73-gb3j,Monthly Child Care Services Data Report - Children Served by ZIP Code 2022 Q2,The Monthly Child Care Services Data Report - Children Served by ZIP Code data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-06-11T21:38:39.000Z,2024-06-11T21:42:18.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Children-S/wt73-gb3j
m8nt-qbcj,Texas State Expenditures By County 2010,"Texas State Expenditures by County shows where state dollars are spent. It lists state expenditures by agency and type of expenditure in each county. This report was created using information from the states Uniform Statewide Accounting System. It reflects actual net expenditures of funds from accounts held in the State Treasury during the states fiscal year, Sept. 1 through Aug. 31. The data is available through the Texas Open Data Portal, can be filtered as needed and is downloadable for further analysis. PDF file reports predating 2017 can be provided upon request by emailing transparencycpa.texas.gov.",2024-06-12T17:45:45.000Z,2024-06-13T14:11:53.000Z,https://data.texas.gov/dataset/Texas-State-Expenditures-By-County-2010/m8nt-qbcj
dvut-wugd,Monthly Child Care Services Data Report - Children Served by ZIP Code 2023 Q1,The Monthly Child Care Services Data Report - Children Served by ZIP Code data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-04-16T14:57:12.000Z,2024-04-16T18:05:07.000Z,https://data.texas.gov/See-Category-Tile/Monthly-Child-Care-Services-Data-Report-Children-S/dvut-wugd
6g72-k5w4,Monthly Child Care Services Data Report - Children Served by County 2021 Q1,The Monthly Child Care Services Data Report - Children Served by County data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-10T20:47:44.000Z,2024-05-10T20:51:13.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Children-S/6g72-k5w4
52g5-gjqn,Civil Judgments Issued - Fiscal Year 2018,"This is data represented in the Annual Enforcement Report, pursuant to Texas Water Code Section 5.126, and published each December following the end of the fiscal year. If administrative orders and penalties issued by the TCEQ do not achieve environmental compliance, the agency may refer the matter to the Office of the Attorney General for civil enforcement.",2023-11-29T20:55:17.000Z,2024-11-25T20:33:44.000Z,https://data.texas.gov/dataset/Civil-Judgments-Issued-Fiscal-Year-2018/52g5-gjqn
nw5a-sw5h,Monthly Child Care Services Data Report - Children Served by County 2022 Q,The Monthly Child Care Services Data Report - Children Served by County data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-06-11T21:31:17.000Z,2024-06-11T21:37:00.000Z,https://data.texas.gov/See-Category-Tile/Monthly-Child-Care-Services-Data-Report-Children-S/nw5a-sw5h
2d9s-zjtt,2016 All Summer Sites Sponsor List,All 2016 Summer Meal Program Sponsor Contacts.,2023-05-19T16:34:56.000Z,2023-05-19T16:43:01.000Z,https://data.texas.gov/dataset/2016-All-Summer-Sites-Sponsor-List/2d9s-zjtt
j4hf-vyh7,CACFP Centers - Site Map - 2022-2023,"Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program CACFP Data About the Dataset This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program CACFP during the 2022-2023 program year. CACFP centers include Adult Day Care Centers ADC, Child Care Centers CCC, At-Risk Afterschool Centers At-Risk, Head Start Centers, emergency shelters, and centers providing care for students outside school hours. Sites can participate in one or more CACFP sub-programs. The CACFP program year begins October 1 and ends September 30. This dataset only includes information for CACFP centers. For data on Texas Day Care Homes DCH participating in CACFP, please refer to the Child and Adult Care Food Programs CACFP  Day Care Homes  Contact and Program Participation dataset, also on the State of Texas Open Data Portal. An overview of all CACFP data available on the Texas Open Data Portal can be found at our TDA Data Overview - Child and Adult Care Food Programs page. More information about accessing and working with TDA data on the Texas Open Data Portal can be found on the SquareMeals.org website on the TDA Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program year data by December 15 of the active program year. Updates will occur quarterly and end 90 days after the close of the program year. Any data posted during the active update period is subject to change. After 90 days from the close of the program year, the dataset will remain published but will no longer be updated. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs, the Child and Adult Care Food Program CACFP, and summer meal programs. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit our website.",2023-05-23T13:17:45.000Z,2024-04-03T17:04:11.000Z,https://data.texas.gov/dataset/CACFP-Centers-Site-Map-2022-2023/j4hf-vyh7
rxnh-zkpz,2015-2016 CACFP Centers Sponsor List,List of Contracting Entities CEs approved to sponsor a CACFP Center meal site at one time for program year 2015-2016.,2023-04-20T20:54:50.000Z,2023-04-28T20:10:01.000Z,https://data.texas.gov/dataset/2015-2016-CACFP-Centers-Sponsor-List/rxnh-zkpz
w744-ns42,2019 All Summer Meal Programs (SFSP/SSO) Sponsors,List of all sponsors approved to operate Summer Food Service Program SFSP or Seamless Summer Option SSO for 2019. May include CEs that have cancelled their participation after initial approval.,2023-09-13T13:15:28.000Z,2023-09-13T13:17:10.000Z,https://data.texas.gov/dataset/2019-All-Summer-Meal-Programs-SFSP-SSO-Sponsors/w744-ns42
hxbn-ucb9,Monthly Child Care Services Data Report - Children Served by ZIP Code 2021 Q4,The Monthly Child Care Services Data Report - Children Served by ZIP Code data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-13T19:45:32.000Z,2024-05-13T19:48:49.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Children-S/hxbn-ucb9
sbmb-55qh,test esc course catalog,,2023-10-12T20:56:06.000Z,2023-10-12T20:58:26.762Z,https://data.texas.gov/stories/s/sbmb-55qh
i6v9-prqu,Tax Credit Projects by Type,"This is a list of persons associated with the Texas Historical Commissions Tax Credit Program project applications in process. Federal, state, and local tax incentives exist for owners of historic properties. The Federal Historic Preservation Tax Incentives Program includes a 20 percent income tax credit for the rehabilitation of historic, income-producing buildings.The new Texas Historic Preservation Tax Credit Program offers a 25 percent tax credit for the rehabilitation of historic buildings.",2022-02-02T16:59:55.000Z,2022-02-02T17:05:32.000Z,https://data.texas.gov/dataset/Tax-Credit-Projects-by-Type/i6v9-prqu
2u7u-wyb8,2018-2019 National School Lunch Program (NSLP) Lunches Served,Total lunches served through NSLP for program year 2018-2019. Meal counts are based on approved claims submitted for meal reimbursement.,2023-08-17T17:38:06.000Z,2023-08-17T17:40:04.000Z,https://data.texas.gov/dataset/2018-2019-National-School-Lunch-Program-NSLP-Lunch/2u7u-wyb8
36kr-q2gf,2015-2016 CACFP Day Care Home Sponsor List,List of Contracting Entities CEs approved to sponsor a CACFP Day Care Home providers at one time for program year 2015-2016.,2023-04-28T20:09:40.000Z,2023-04-28T20:36:41.000Z,https://data.texas.gov/dataset/2015-2016-CACFP-Day-Care-Home-Sponsor-List/36kr-q2gf
9r5i-w35r,Monthly Child Care Services Data Report - Children Served by ZIP Code 2022 Q4,The Monthly Child Care Services Data Report - Children Served by ZIP Code data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-06-12T21:52:03.000Z,2024-06-12T21:55:34.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Children-S/9r5i-w35r
82dp-wjdt,Monthly Child Care Services Data Report - Families Served by ZIP Code 2024 Q1,The Monthly Child Care Services Data Report - Families Served by ZIP Code data set includes demographic data of parents and families of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-06-12T23:26:11.000Z,2024-06-12T23:30:49.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Families-S/82dp-wjdt
vpeq-2yki,Texas State Expenditures By County 2007,"Texas State Expenditures by County shows where state dollars are spent. It lists state expenditures by agency and type of expenditure in each county. This report was created using information from the states Uniform Statewide Accounting System. It reflects actual net expenditures of funds from accounts held in the State Treasury during the states fiscal year, Sept. 1 through Aug. 31. The data is available through the Texas Open Data Portal, can be filtered as needed and is downloadable for further analysis. PDF file reports predating 2017 can be provided upon request by emailing transparencycpa.texas.gov.",2024-06-12T14:40:15.000Z,2024-06-13T14:04:16.000Z,https://data.texas.gov/dataset/Texas-State-Expenditures-By-County-2007/vpeq-2yki
3xvv-pm9m,Supplemental Environmental Projects - Fiscal Year 2021,"This is data represented in the Annual Enforcement Report, pursuant to Texas Water Code Section 5.126, and published each December following the end of the fiscal year. Supplemental Environmental Projects SEPs are environmentally beneficial projects that a respondent agrees to undertake in settlement of an enforcement action. Dollars directed to TCEQ-approved environmental projects may be used to offset assessed penalties in enforcement actions.",2023-11-29T20:32:59.000Z,2024-10-02T17:09:00.000Z,https://data.texas.gov/dataset/Supplemental-Environmental-Projects-Fiscal-Year-20/3xvv-pm9m
3a7h-247a,Summer Meal Programs - Site Map - Summer 2024,"Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data About the Dataset This dataset contains contact and program participation information for summer meal sites approved by TDA to operate summer 2024. Changes in participant information can occur through August. Unless otherwise noted, summer meal programs operate mid-May through August. Under approved circumstances, summer meal programs may be used during the school year to prevent interruption in school meal service. An overview of all summer meal program data available on the Texas Open Data Portal can be found at our TDA Data Overview - Summer Meal Programs page. An overview of all TDA Food and Nutrition data available on the Texas Open Data Portal can be found at our TDA Data Overview - Food and Nutrition Open Data page. More information about accessing and working with TDA data on the Texas Open Data Portal can be found on the SquareMeals.org website on the TDA Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program participation data by May 1 of the active program year. Data updates will occur daily and end 60 days after then close of the program year. Any data posted during the active program year is subject to change. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs the Child and Adult Care Food Program CACFP, and summer meal programs. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit us at SquareMeals.org.",2024-03-19T18:03:28.000Z,2024-12-06T14:00:19.000Z,https://data.texas.gov/dataset/Summer-Meal-Programs-Site-Map-Summer-2024/3a7h-247a
cb3v-iep4,Hunting and Fishing License Sales Volume,"Aggregate sales data for both recreational and commercial hunting and fishing licenses, License Year 2015 to 2024. For more information on licenses, please visit httpstpwd.texas.govbusinesslicensesonline_sales",2025-01-08T20:56:27.000Z,2025-01-08T21:34:49.000Z,https://data.texas.gov/dataset/Hunting-and-Fishing-License-Sales-Volume/cb3v-iep4
jua7-vxms,Monthly Child Care Services Data Report - Child Care Facilities 2022 Q4,The Monthly Child Care Services Data Report - Child Care Facilities data set includes the list of child care facilities and quality ratings providing services to children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data for each month of the quarter.,2024-06-12T22:23:29.000Z,2024-06-12T22:32:37.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Child-Care/jua7-vxms
8ywq-yvw9,Pre-bid Question and Answer Packet,"The Pre-bid QA Packet dataset displays detailed questions and answers submitted before letting, including pre-bid questions, submission date and time, responder details, and other project information. Its contents are refreshed daily with data from TxDOTs transportation program management system, TXDOTCONNECT. The Project Information dataset includes all questions submitted by vendors and the responses provided by TxDOT.",2025-01-06T17:25:58.000Z,2025-02-25T00:56:00.000Z,https://data.texas.gov/dataset/Pre-bid-Question-and-Answer-Packet/8ywq-yvw9
kwrm-3cfe,2022-2023 Approved CACFP Day Care Home CEs,Count of CEs approved for PY2022-2023 generated from 2022-2023 CACFP Day Care Home Sponsors List filtered view which is based on 2022-2023 CACFP Day Care Home Contacts and Program Participation dataset. Operation based on CEs ApplicationEffectiveDate.,2022-12-06T16:35:50.000Z,2023-09-08T17:54:12.000Z,https://data.texas.gov/dataset/2022-2023-Approved-CACFP-Day-Care-Home-CEs/kwrm-3cfe
f8sw-vp6p,Monthly Child Care Services Data Report - Children Served by County 2022 Q1,The Monthly Child Care Services Data Report - Children Served by County data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-08T22:04:14.000Z,2024-05-08T22:09:49.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Children-S/f8sw-vp6p
cv4u-xa9c,Supplemental Environmental Projects - Fiscal Year 2018,"This is data represented in the Annual Enforcement Report, pursuant to Texas Water Code Section 5.126, and published each December following the end of the fiscal year. Supplemental Environmental Projects SEPs are environmentally beneficial projects that a respondent agrees to undertake in settlement of an enforcement action. Dollars directed to TCEQ-approved environmental projects may be used to offset assessed penalties in enforcement actions.",2023-11-29T20:24:42.000Z,2024-10-02T17:09:00.000Z,https://data.texas.gov/dataset/Supplemental-Environmental-Projects-Fiscal-Year-20/cv4u-xa9c
a3kf-rekk,Monthly Child Care Services Data Report - Families Served by ZIP Code 2021 Q1,The Monthly Child Care Services Data Report - Families Served by ZIP Code data set includes demographic data of parents and families of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by ZIP code for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-10T21:01:15.000Z,2024-05-10T21:05:46.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Families-S/a3kf-rekk
xbn6-ssme,Local Government Debt Report (HB 1378) FY 2022,"The 84th Legislature passed HB 1378 to increase the transparency of local government debt. Under Local Government Code 140.008, political subdivisions, including counties, cities, school districts, junior college districts, certain special purpose districts, and other subdivisions of state government must annually compile their debt obligation data from the preceding fiscal year and either 1. report it to the Comptroller of Public Accounts for posting or, alternatively, 2. post the information on their own websites. The information presented on the Comptrollers website and retrievable using this search tool is self-reported by submitting entities or third parties on their behalf and has not been independently verified by the Texas Comptroller of Public Accounts. The inclusion of an entitys information here confirms that the Comptroller received the submitted information but does not verify the entitys compliance with the terms of Local Government Code  140.008. Specific questions or concerns regarding an entitys debt obligations should be directed to that entity. Submission deadline is 180 days from the last day of the entitys fiscal year.",2024-10-01T15:15:03.000Z,2024-10-01T15:40:16.000Z,https://data.texas.gov/dataset/Local-Government-Debt-Report-HB-1378-FY-2022/xbn6-ssme
sbiv-zuwd,Collin CAD Public List - Ag Property,"Collin CAD Open-Space Land Valuation Agricultural Use Valuation Timber Use Valuation Recreational, Park, and Scenic Land Valuation and Public Access Airport Property List Texas Administrative Code 9.3012",2024-11-05T23:00:19.000Z,2025-02-21T13:18:39.000Z,https://data.texas.gov/dataset/Collin-CAD-Public-List-Ag-Property/sbiv-zuwd
be24-qper,2023-2024 CACFP Child Center Meals and Snacks,"Total breakfast, lunches, and snacks served through CACFP for Child Care Centers, At-Risk sites, Head Start sites, Outside School Hours sites, and Emergency Shelters for program year 2023-2024. Meal counts are based on approved claims submitted for meal reimbursement.",2023-11-06T18:39:08.000Z,2023-11-06T18:42:09.000Z,https://data.texas.gov/dataset/2023-2024-CACFP-Child-Center-Meals-and-Snacks/be24-qper
whtg-xfh2,Monthly Child Care Services Data Report - Families Served by County 2021 Q3,The Monthly Child Care Services Data Report - Families Served by County data set includes demographic data of parents and families of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-05-13T15:51:36.000Z,2024-05-13T15:55:57.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Families-S/whtg-xfh2
uthj-j4qb,Monthly Child Care Services Data Report - Child Care Facilities 2021 Q2,The Monthly Child Care Services Data Report - Child Care Facilities data set includes the list of child care facilities and quality ratings providing services to children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data for each month of the quarter.,2024-05-10T22:55:35.000Z,2024-05-10T23:04:01.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Child-Care/uthj-j4qb
is9v-hvw2,Monthly Child Care Services Data Report - Children Served by County 2023 Q3,The Monthly Child Care Services Data Report - Children Served by County data set includes demographic data of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-04-19T20:52:27.000Z,2024-04-19T20:56:04.000Z,https://data.texas.gov/See-Category-Tile/Monthly-Child-Care-Services-Data-Report-Children-S/is9v-hvw2
2hw3-d9qj,2015-2016 Approved CACFP Centers Sites,Count of meal sites approved at one time to participate as a CACFP center for 2015-2016.,2023-04-20T19:48:36.000Z,2023-04-24T20:12:28.000Z,https://data.texas.gov/dataset/2015-2016-Approved-CACFP-Centers-Sites/2hw3-d9qj
ag2k-fw8t,2023-2024 CACFP Day Care Home Approved Providers,Count of day care home providers approved to participate in CACFP for 2023-2024. May include providers that cancelled participation after initial approval. Provider count is based on CEs Application Effective Date for program year.,2023-09-18T13:03:51.000Z,2023-09-18T13:06:10.000Z,https://data.texas.gov/dataset/2023-2024-CACFP-Day-Care-Home-Approved-Providers/ag2k-fw8t
ivik-udvr,Monthly Child Care Services Data Report - Families Served by County 2022 Q4,The Monthly Child Care Services Data Report - Families Served by County data set includes demographic data of parents and families of children receiving Child Care and Development Fund CCDF assistance. The Administration for Children and Families ACF Office of Child Care OCC collects data regarding the children and families served through the Child Care and Development Fund CCDF as well as the types of child care settings and facilities providing services. Each quarterly data set contains data aggregated by county for each month of the quarter. Counts less than 5 are masked with an asterisk  to protect the confidentiality of individuals in this report.,2024-06-12T21:56:45.000Z,2024-06-12T22:13:42.000Z,https://data.texas.gov/dataset/Monthly-Child-Care-Services-Data-Report-Families-S/ivik-udvr
j2sd-a7ir,2024 Approved SFSP & SSO Meal Sites,Count of sites approved to operate Summer Food Service Program SFSP or Seamless Summer Option SSO for 2024. May include sites that have cancelled participation after initial approval. Site count is based on Site Start Date.,2024-03-19T18:18:07.000Z,2024-06-20T17:44:16.000Z,https://data.texas.gov/dataset/2024-Approved-SFSP-SSO-Meal-Sites/j2sd-a7ir
